Date,ret_930_1000,ret_1000_1030,ret_1030_1100,ret_1100_1130,ret_1130_1200,ret_930_1200,ret_1300_1330,ret_1330_1400,ret_1400_1430,ret_1430_1500,ret_1500_1530,ret_1530_1610,ret_1300_1610,ret_930_1610
2021-05-21,,,,,,,,,,,0.00027182960024840774,-0.0008015547419505387,-0.0005299430280071293,-0.0005299430280071293
2021-05-24,-0.010488329064729962,-0.009342792911155806,0.0029381878569425535,0.0037217039348107495,-0.00042768823055450156,-0.013615986474451724,-0.00048295143216126046,-0.0005520290573817199,0.0005536095598421831,0.0018065223488614723,0.0007851900681727919,0.0022138466507461985,0.004328722994859646,-0.01000850371110984
2021-05-25,0.0020025440807003303,0.00025314020423361505,0.0018487212062621161,0.0037348260849245918,0.001101052732246588,0.008968962469102504,0.002079416909913645,0.0013612768701904976,0.0024474676151384767,-0.0017066741188109802,0.00031242540843368083,-0.000504721772123129,0.003989418440926817,0.01463543932316802
2021-05-26,-0.004650445838652817,0.0017584657386431335,0.0066300464028443695,0.001740101854787568,-0.0017890060816315723,0.0036584501745935416,0.001420053233409213,0.00015467272488800532,-0.004672868289942955,0.0021702759208757083,0.0008955016545695305,-0.0004510678163112125,-0.0004981338567455751,0.002698775171268375
2021-05-27,-0.002060049515424378,0.003548367899544713,-0.005023287992785064,0.004472511808325086,0.0006044753425977767,0.0015119402449541575,-0.0010614584439019303,0.00015691681925900092,0.000599155252862138,0.0014877314626191573,0.0016297587537892344,-0.0017735712043915886,0.0010343048558019152,0.003477957470184867
2021-05-28,-0.0024017542393297564,0.0008538499638992558,-0.006090032019755887,-0.0018331260744843814,0.0005894148537506361,-0.008865841007311026,-0.00017491799943425423,-0.00406724478287146,-0.0073541778532477675,-0.001586405110634126,0.0017737138374820383,-0.0021031048402782027,-0.01346124263731685,-0.02253150305074414
2021-05-31,-0.003394381601655505,0.006433585990688773,-0.002343364272192505,-0.002189707504317795,-0.002249344512347151,-0.003770152585416353,3.7453183521218847e-06,-0.0018851365101003603,0.0037161050815954777,0.003064311919288576,0.0034624429914416055,0.0019313862648722147,0.010324594257178576,0.0069542517491392175
2021-06-01,0.010546807831192107,0.0028416307411454067,-0.004810296871307185,0.0023613627949572447,0.0052704796039242385,0.01625316269129673,-0.0022043795444202097,0.0014905780224432341,0.0014895675904884609,0.0012774581116781203,0.000151798267331138,-3.4932393772502124e-05,0.0021669557953087892,0.019609914269571815
2021-06-02,-0.006580691122483495,0.0019521535259490186,-0.00277371787843117,-0.004128651536735584,-0.0033959626990077707,-0.014857226467163254,0.0013489618462547703,0.0010619383104863989,-0.0016488046166529546,-0.0012277165201338702,-1.702191815144971e-05,-0.0015891446948465004,-0.002074484568970192,-0.015177445991439331
2021-06-03,0.002412602414060938,0.00662747893902127,-0.001976598804645513,-0.0006722401043721682,-0.003892436861123394,0.0024672961715586084,0.0009118894397632804,-0.00455408336973151,-0.0018571930374706724,-0.005983787515875805,-0.000980025848181798,-0.0004561590670811855,-0.012866965866512925,-0.009273630437926728
2021-06-04,0.006893564356435622,0.0018806003171207841,0.0032928475033737747,-0.0025067744049773744,0.0012871843027262297,0.010871287128712881,-0.0021096090117791455,-0.004727804425303517,-0.00040212559147001503,-0.0001283370723845767,-0.0009441390562557883,-0.0036936517368193478,-0.011954451066749194,-0.001847772277227766
2021-06-07,-0.01042436414462844,0.0009275061677913587,0.0038298905834510677,-0.003580778440884891,-0.00044702671202512256,-0.00971624757433065,0.0002068919961462079,0.0014442061663491046,-0.0007565237732618524,0.001935078972141735,-0.0023973990271207724,-0.0005070431659427443,-8.101192620191267e-05,-0.010257821048826776
