Date,ret_930_1000,ret_1000_1030,ret_1030_1100,ret_1100_1130,ret_1130_1200,ret_930_1200,ret_1300_1330,ret_1330_1400,ret_1400_1430,ret_1430_1500,ret_1500_1530,ret_1530_1610,ret_1300_1610,ret_930_1610
2021-05-27,,,,,,,,,,,0.0005083725040866405,-0.0012546511991494702,-0.000746916525234731,-0.000746916525234731
2021-05-28,-0.003698889358774826,0.00035013663152905217,-0.004339001345305404,-0.0025982493730226652,-0.00023234475235600627,-0.010482784963566694,-0.00020879581935606684,-0.003471462880762499,-0.007362521129684274,-0.0019717933958863787,0.0017421985228232018,-0.0021236582703143547,-0.013345204491867824,-0.023832306621947574
2021-05-31,-0.0012269890319391852,0.006785322721858833,-0.0016667809191776017,-0.0024386224431740544,-0.002234149046848266,-0.0008114277386178648,-1.37876698836914e-05,-0.0018968155952514554,0.003106190673534126,0.0028919701595895297,0.004109664282603731,0.0019204132307291122,0.010147725034469257,0.01005421991661204
2021-06-01,0.011582345022365548,0.0055283155991310284,-0.005915557420191564,0.002403707810419986,0.00514993368814487,0.018807974767518942,-0.00258103812551147,0.0009847065154746648,0.000629134653880703,0.0025301985291315,0.0008647099515761703,-0.0003000134816184552,0.002122313797894959,0.0212578996985604
2021-06-02,-0.006385526895839266,0.002764850599050961,-0.00407317666003304,-0.004600826356462084,-0.0031988782855544295,-0.015421756956440325,0.001685748806167675,0.0014818814150243664,-0.0020226235606968235,-0.0005133853742637084,0.00015141148082342681,-0.0019201434933580064,-0.0011430105670943158,-0.01457792140220493
2021-06-03,0.0004599357623054079,0.004930543317523961,-0.002964016270638581,-0.001349721165960327,-0.003440123285442076,-0.0023840003679485022,0.0015578744606437045,-0.004038043426207061,-0.0016540783610007326,-0.006220776893926971,-0.00035088535547989075,-0.00011635641521390294,-0.010793844477315684,-0.011910419844694986
2021-06-04,0.006032860167830112,0.0027225759427187413,0.0022312318032160494,-0.00306014404784527,0.0008306035589513705,0.008765979138890989,-0.0020703772752279637,-0.004961681867945655,-0.0002780023767245954,0.0009341127397703985,-0.0009625881883386089,-0.004004856745588703,-0.011302510308145886,-0.002852717433926566
2021-06-07,-0.0086476188240725,0.002596592859764213,0.004490941365860035,-0.0037675151249175753,-0.0011052266206220684,-0.0064705548676842195,1.968418690490026e-06,0.0012282908450995667,-0.0015452759969095675,0.0015653889548519206,-0.0016297851593217727,-6.695193441863534e-05,-0.0004507678801312087,-0.006740487325888722
2021-06-08,-0.001961776619296085,-0.0046732722890813205,-0.005224335647829315,-0.0021374872956930746,-0.001525800896853835,-0.015432382210359585,-9.329358100451657e-05,0.0005101848377830898,0.00042460654449638646,0.0006842387100611802,0.00012882639157263398,0.001884586421465606,0.0035431711083675488,-0.01213409642014851
2021-06-09,0.00046255754789159553,-0.00266934325462298,-0.00010499914812012179,0.0031483238989287177,-0.0036124684476855906,-0.002787205737295073,-0.00036531203405343327,-0.0017736025183963111,-0.00044170138598742525,0.0013993391456665893,3.975487146257173e-05,-5.167927839810904e-05,-0.001195205676631228,-0.0055467370913826475
2021-06-10,0.007170501222784065,0.0001669849202794449,-0.001803136042489606,-0.003783980558643707,-0.0015762277984957551,0.00013850305893892134,0.0015745477131474672,-0.0026681781734730903,0.0014772657513955068,-0.001206170054159128,-0.0035179550327345543,0.001811874932948765,-0.002539848321207794,-0.0022674929363439844
2021-06-11,0.004202679576627677,-0.00919976521228727,-0.0007543473710400761,-0.0004999841902232349,-0.0008778815373999826,-0.007155754566656403,-0.0003995877520420743,0.002523158638404688,0.0006217997054842606,-0.0028131281946069953,-0.0006152531341310219,0.0011441647597254523,0.0004529979961267472,-0.006308931332656087
2021-06-15,-0.010746610774870713,-0.006731074432629769,0.000990638862203408,0.002943036774990304,0.002238102248447227,-0.011329471147430437,-0.001444117798751976,0.001483950685954749,-0.0017713579551428271,-6.954932040370565e-05,0.0003795669756858633,0.0019050608268640357,0.00047806646909220873,-0.010206925244722886
2021-06-16,-0.007268918106178024,-0.0011414517500923926,-0.001821581421877827,-0.0043540196212566995,0.00011518688567013768,-0.014404406756708288,-0.000874770725414753,-0.0019750008069462366,-0.0003032036497634394,0.00012940612697587284,-0.0018822111836905853,0.00011950577273656116,-0.004778989377784093,-0.016686647893606965
2021-06-17,0.0012706609676977898,0.004618604168742824,-0.00036033993416706434,0.0019785338193600843,0.00013137231520454762,0.00765451054098798,-0.003470953229965157,0.0016148836756941787,3.43899128314451e-05,-0.0009123127837068479,0.0019396756813667704,-0.001004334603065593,-0.0018071571499819195,0.006668933764760743
2021-06-18,0.006395389416796959,-0.0024887944802658435,-0.0010528281347461643,0.0003062385160557124,-0.001141085024749966,0.0019961910839456642,-0.0017993666388667062,-0.0013021067009640896,0.0031467009555907755,-0.0011862632310147836,0.00022318670763743498,-0.00034267453489911226,-0.0012679165364580802,0.0006122184443269063
2021-06-21,-0.004341873890945314,0.009076448209609067,-0.0015723930143393128,-0.0060913624320624304,-0.0016650559716518964,-0.0046550187485447925,-0.0009490935250059396,-0.0023296059637912814,0.002943572761439306,0.0025720983767154593,-0.0012284641785071937,0.0017453166330487768,0.002744512486322792,-0.0010980143404286657
