,159850_amont,159960_amont,161831_amont,510900_amont,159823_amont,159954_amont,160717_amont,etfs_amont,index_amt,etf_chg_amt_pct,etf_chg_amt_pct_lag1
2021-03-15,-2886000.0,-1061000.0,-2316947.256,0.0,0.0,0.0,-282510.774,-6546458.03,4629757302.6712475,-0.00013828238459767672,-0.002093984745098059
2021-03-16,0.0,0.0,-2008456.5,0.0,0.0,2076000.0,-251610.615,-184067.115,2933429392.42666,-4.747801527979975e-06,-0.00013828238459767672
2021-03-17,-2925000.0,-1077000.0,-482661.39999999997,0.0,-1291200.0,1042000.0,0.0,-4733861.4,2573783388.7598057,-0.00013092895034566427,-4.747801527979975e-06
2021-03-18,-1982000.0,0.0,-2837243.836,0.0,0.0,23210000.0,-275795.88,18114960.284,3463954517.8510695,0.0004515411076397965,-0.00013092895034566427
2021-03-19,-46320000.0,-1066000.0,-148896.0,0.0,0.0,24647999.999999996,-57750.0,-22944646.000000004,3771968531.206833,-0.0003902341684483718,0.0004515411076397965
2021-03-22,0.0,0.0,-8648963.4,0.0,0.0,1032999.9999999999,-490835.904,-8106799.3040000005,2252778183.110034,-0.0002547675266963101,-0.0003902341684483718
2021-03-23,-1912000.0,0.0,-100749.20000000001,0.0,-632400.0,0.0,-1254251.817,-3899401.017,2665757190.1997166,-0.00010774525247493022,-0.0002547675266963101
2021-03-24,0.0,2065999.9999999998,-1344908.756,0.0,0.0,0.0,-456202.80000000005,264888.44399999967,3146478320.5865397,5.7816961029435664e-06,-0.00010774525247493022
2021-03-25,0.0,0.0,-451500.0,0.0,0.0,0.0,-193762.80000000002,-645262.8,4737190153.411007,-1.3432813833520161e-05,5.7816961029435664e-06
2021-03-26,0.0,0.0,-46050.0,0.0,0.0,0.0,0.0,-46050.0,3457246568.565284,-1.1441211680646743e-06,-1.3432813833520161e-05
2021-03-29,0.0,-1049000.0,7889.868,0.0,0.0,0.0,0.0,-1041110.132,3917685685.0026293,-1.913142259123723e-05,-1.1441211680646743e-06
2021-03-30,-957000.0,0.0,-1602837.476,0.0,0.0,0.0,-342429.332,-2902266.8079999997,2935656959.745113,-6.901622093434693e-05,-1.913142259123723e-05
2021-03-31,-952000.0,0.0,-221889.2,-83719959.336,0.0,-2020000.0,-65205.600000000006,-86979054.13599999,2734176464.383949,-0.0021696605692535877,-6.901622093434693e-05
2021-04-01,-3868000.0,0.0,-708301.622,-41.3100011587143,0.0,0.0,-167116.0,-4743458.932001159,3896359682.9724436,-0.0001228074474452826,-0.0021696605692535877
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3428787416.321721,0.0,-0.0001228074474452826
2021-04-08,-959000.0,0.0,0.0,0.0,0.0,0.0,941.7979999999999,-958058.202,15460936378.614864,-2.9291047675119225e-05,0.0
2021-04-09,-1900000.0,0.0,-1704968.094,0.0,-3138000.0,0.0,-219282.0,-6962250.0940000005,2661497182.703273,-0.00022181871734190667,-2.9291047675119225e-05
2021-04-12,-1880000.0,0.0,-1015794.922,-118200000.0,0.0,0.0,-14632.0,-121110426.922,3803239865.635538,-0.0037053171872670956,-0.00022181871734190667
2021-04-13,0.0,0.0,-40762.0,0.0,0.0,-1992000.0,0.0,-2032762.0,2895444687.068091,-6.237357740578983e-05,-0.0037053171872670956
2021-04-14,0.0,0.0,-4416445.28,0.0,0.0,0.0,-116870.0,-4533315.28,2529361820.552466,-0.0001487333640767122,-6.237357740578983e-05
2021-04-15,0.0,0.0,-85239.50600000001,-59000000.0,0.0,0.0,-45942.5,-59131182.006,2287225345.3600187,-0.0016382021113273977,-0.0001487333640767122
2021-04-16,0.0,0.0,-797224.8180000001,0.0,0.0,0.0,-142032.0,-939256.8180000001,2835273927.7030354,-2.6053683650692578e-05,-0.0016382021113273977
2021-04-19,0.0,0.0,-176778.90000000002,0.0,0.0,0.0,0.0,-176778.90000000002,2782230207.428625,-5.055820550280707e-06,-2.6053683650692578e-05
2021-04-20,0.0,0.0,-836326.7250000001,0.0,0.0,0.0,-371490.373,-1207817.0980000002,5239226182.584255,-3.5537875380176226e-05,-5.055820550280707e-06
2021-04-21,-1878000.0,0.0,-1089885.7820000001,0.0,-1855799.9999999998,0.0,-145596.976,-4969282.757999999,3166402997.105595,-0.0001338327228279551,-3.5537875380176226e-05
2021-04-22,0.0,0.0,-351599.712,0.0,-1243200.0,0.0,-164213.5,-1759013.212,2605636452.736744,-4.997137561717295e-05,-0.0001338327228279551
2021-04-23,0.0,0.0,-963510.4800000001,-2380000.0,-625800.0,0.0,-24583.0,-3993893.48,2759285306.5469265,-0.00010440520957574985,-4.997137561717295e-05
2021-04-26,-2835000.0,-1050000.0,-3595601.0160000003,-118500000.0,0.0,0.0,-97525.20000000001,-126078126.216,2641793900.16987,-0.003228027639206324,-0.00010440520957574985
2021-04-27,-3780000.0,0.0,-139903.2,-2366000.0,0.0,0.0,-16040.000000000002,-6301943.2,2535239869.340612,-0.00020198793372403314,-0.003228027639206324
2021-04-28,-946000.0,0.0,-879834.907,0.0,0.0,0.0,-414794.4,-2240629.307,2352274453.9811907,-6.873388638274358e-05,-0.00020198793372403314
2021-04-29,0.0,0.0,-295926.51,-1188000.0,0.0,0.0,-85088.5,-1569015.01,1930289803.8663855,-5.822383430150037e-05,-6.873388638274358e-05
2021-04-30,0.0,0.0,-1599742.111,0.0,0.0,0.0,-47846.44,-1647588.551,2171278479.0362277,-4.667053834325202e-05,-5.822383430150037e-05
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,-172600.062,-172600.062,2728469226.9546523,-4.629568615096453e-06,-4.667053834325202e-05
2021-05-07,0.0,0.0,0.0,0.0,0.0,-4865000.0,0.0,-4865000.0,2413247356.505389,-0.00012992718323969027,-4.629568615096453e-06
2021-05-10,0.0,0.0,-970549.208,0.0,0.0,0.0,44539.056000000004,-926010.152,3166743224.648896,-2.6262206386434124e-05,-0.00012992718323969027
2021-05-11,0.0,0.0,-177306.376,0.0,0.0,0.0,-3576.7000000000003,-180883.076,3877860250.9537616,-4.400175497994825e-06,-2.6262206386434124e-05
2021-05-12,901000.0,0.0,-2943101.0,0.0,0.0,0.0,-84138.52500000001,-2126239.525,3131668171.9887395,-5.975000511899995e-05,-4.400175497994825e-06
2021-05-13,0.0,0.0,-3814.8,0.0,0.0,0.0,-3576.7000000000003,-7391.5,2541773098.032698,-2.564405680590437e-07,-5.975000511899995e-05
2021-05-14,-892000.0,0.0,-3819.2,0.0,0.0,0.0,-197266.42,-1093085.6199999999,2695045163.2400823,-3.486161510137714e-05,-2.564405680590437e-07
2021-05-17,0.0,-1000000.0,-196163.1,0.0,-2976000.0,0.0,-110469.825,-4282632.925,2576332712.8227663,-0.0001424608281343138,-3.486161510137714e-05
2021-05-18,0.0,-1012999.9999999999,-1810326.6,0.0,0.0,0.0,0.0,-2823326.6,1864761439.0706873,-9.724690459947329e-05,-0.0001424608281343138
2021-05-20,0.0,0.0,-5734794.416,0.0,0.0,0.0,-115851.056,-5850645.472,2822783392.7345147,-0.0001418817287228955,-9.724690459947329e-05
2021-05-21,-9120000.0,0.0,0.0,0.0,0.0,0.0,0.0,-9120000.0,3724940901.25305,-0.0002933956423984557,-0.0001418817287228955
2021-05-24,0.0,0.0,-629022.576,0.0,0.0,0.0,-295077.29,-924099.8659999999,1988782404.9408104,-3.180746610097477e-05,-0.0002933956423984557
2021-05-25,-1838000.0,-3074999.9999999995,-5870563.644,0.0,0.0,0.0,-156600.0,-10940163.644000001,3246554983.3641777,-0.00025264799145137065,-3.180746610097477e-05
2021-05-26,-3696000.0,-3098999.9999999995,-68358.454,0.0,0.0,-988000.0,0.0,-7851358.454,2649001270.7013283,-0.00018201337114898597,-0.00025264799145137065
2021-05-27,-1844000.0,0.0,-271971.84,0.0,0.0,-5922000.0,-264999.303,-8302971.143,4327984016.347767,-0.00012752417716544852,-0.00018201337114898597
2021-05-28,0.0,-1030000.0,-626929.875,0.0,0.0,0.0,-230869.893,-1887799.768,2493916091.4030867,-4.2957392267031576e-05,-0.00012752417716544852
2021-05-31,0.0,0.0,-281693.6,0.0,0.0,-1972000.0,-7499.943,-2261193.543,2778245666.7192492,-5.8623304175508414e-05,-4.2957392267031576e-05
2021-06-01,0.0,0.0,-5508367.2,0.0,0.0,0.0,-42315.6,-5550682.8,3148799464.9197845,-0.00016032618143459773,-5.8623304175508414e-05
2021-06-02,0.0,0.0,-316180.32800000004,-139920000.0,0.0,0.0,-41817.0,-140277997.328,2601082279.6323013,-0.004242074798557775,-0.00016032618143459773
2021-06-03,0.0,-2072000.0,-3711079.164,0.0,0.0,-1984000.0,-143054.1,-7910133.2639999995,2420485645.376949,-0.00021222436582123749,-0.004242074798557775
2021-06-04,-18480000.0,0.0,-803350.8,-323120000.0,0.0,-3968000.0,-383140.8,-346754491.6,3861380427.9138155,-0.006753855573315355,-0.00021222436582123749
2021-06-07,0.0,0.0,-74013.366,-229400000.0,0.0,-1970000.0,-16274.089,-231460287.45499998,2990993075.157374,-0.006439800221763618,-0.006753855573315355
2021-06-08,0.0,0.0,-1063693.29,-1143000.0,0.0,980000.0,-54708.0,-1281401.29,1728381485.3088944,-4.7892202655217926e-05,-0.006439800221763618
2021-06-09,0.0,0.0,-329061.034,-114199999.99999999,0.0,-980000.0,-23220.0,-115532281.03399998,1558868872.3012013,-0.0043067843717021085,-4.7892202655217926e-05
2021-06-10,0.0,0.0,-375343.26,-154035000.0,0.0,0.0,-75272.0,-154485615.26,1924539982.8153355,-0.005015314269212766,-0.0043067843717021085
2021-06-11,0.0,0.0,-277128.859,-131789999.99999999,0.0,0.0,-23340.0,-132090468.85899998,2157084615.424154,-0.004294901765829061,-0.005015314269212766
2021-06-15,0.0,0.0,-481408.14,-165445000.0,0.0,0.0,-254006.25,-166180414.39,2118792574.123013,-0.004090842421537303,-0.004294901765829061
2021-06-16,0.0,-1012999.9999999999,-405112.641,-2262000.0,0.0,0.0,-229347.58000000002,-3909460.221,2024716631.870869,-0.00010907709489085223,-0.004090842421537303
2021-06-17,0.0,-1018000.0,-573296.24,0.0,0.0,0.0,-10948.2,-1602244.44,2042516213.3534532,-4.6572901361854025e-05,-0.00010907709489085223
2021-06-18,-3660000.0,0.0,-686684.775,0.0,0.0,-1966000.0,-659283.138,-6971967.913000001,3402367386.9528823,-0.0001239098206809071,-4.6572901361854025e-05
2021-06-21,0.0,0.0,-27134.8,-144526000.0,0.0,-1956000.0,0.0,-146509134.8,2633432117.252096,-0.0041421863644965145,-0.0001239098206809071
2021-06-22,0.0,0.0,-241905.195,0.0,0.0,0.0,0.0,-241905.195,2709882584.574137,-7.885708051071996e-06,-0.0041421863644965145
2021-06-23,0.0,0.0,-213831.132,-36992000.0,0.0,0.0,-112592.22,-37318423.352,2562039518.903822,-0.0009718164885199727,-7.885708051071996e-06
2021-06-24,-22176000.0,0.0,-448788.0,-135135000.0,0.0,0.0,0.0,-157759788.0,1918458450.9017777,-0.005608948495095582,-0.0009718164885199727
2021-06-25,0.0,0.0,-940180.15,-119646000.0,0.0,-2013999.9999999998,-213030.2,-122813210.35000001,3159433907.79167,-0.0029596728191363104,-0.005608948495095582
2021-06-28,-2814000.0,0.0,-1245794.499,-227562000.0,-2476800.0,-3012000.0,-686323.5,-237796917.999,1897099399.610647,-0.00829472669264147,-0.0029596728191363104
2021-06-29,-16686000.0,0.0,-938105.601,-127379999.99999999,0.0,0.0,-245465.30000000002,-145249570.901,2428913901.0525174,-0.00332841998551875,-0.00829472669264147
2021-06-30,0.0,0.0,-644882.004,-1155960.6959988975,0.0,0.0,-421684.804,-2222527.5039988975,2108977550.2299657,-6.031941448656492e-05,-0.00332841998551875
2021-07-02,0.0,0.0,-292123.92,0.0,0.0,0.0,-9920.1,-302044.01999999996,3326851265.0523076,-5.83658459723192e-06,-6.031941448656492e-05
2021-07-05,0.0,0.0,0.0,0.0,-588000.0,0.0,0.0,-588000.0,3901557915.239315,-1.5994320963546885e-05,-5.83658459723192e-06
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414160714.488716,0.0,-1.5994320963546885e-05
2021-07-07,0.0,0.0,0.0,-2206000.0,0.0,0.0,-86070.0,-2292070.0,2705092583.8510265,-6.368106343404299e-05,0.0
2021-07-08,861000.0,0.0,0.0,0.0,0.0,0.0,-16.258,860983.742,4539375042.18444,1.6247185696732245e-05,-6.368106343404299e-05
2021-07-09,8660000.0,0.0,114137.50499999999,0.0,0.0,0.0,190600.729,8964738.234000001,4513525920.603633,0.00018824015647418932,1.6247185696732245e-05
2021-07-12,0.0,0.0,7810.32,0.0,0.0,-11196000.0,8902.494,-11179287.185999999,2997877083.9323297,-0.00029172179478220353,0.00018824015647418932
2021-07-13,0.0,0.0,-50463.714,0.0,0.0,0.0,79.394,-50384.32,3388421752.6645417,-1.307375729939694e-06,-0.00029172179478220353
2021-07-14,0.0,-987000.0,-1077885.8499999999,0.0,-2316000.0,0.0,-93410.109,-4474295.959,2741007353.287528,-0.00011432479889555487,-1.307375729939694e-06
2021-07-15,0.0,0.0,-960516.62,0.0,0.0,0.0,-864890.6680000001,-1825407.2880000002,2929901166.6786227,-4.290996985249814e-05,-0.00011432479889555487
2021-07-16,0.0,0.0,-225606.964,0.0,0.0,0.0,-19796.27,-245403.234,2957386556.4846315,-6.6851599722659065e-06,-4.290996985249814e-05
2021-07-19,0.0,0.0,-743883.8759999999,-2180000.0,-2301600.0,-938000.0,-11016.461,-6174500.337,2935492908.583378,-0.00017583973494003893,-6.6851599722659065e-06
2021-07-20,0.0,0.0,-239597.59999999998,0.0,0.0,0.0,-147400.0,-386997.6,2179114743.2708335,-1.1853814680881275e-05,-0.00017583973494003893
2021-07-21,0.0,0.0,855.7299999999999,0.0,0.0,0.0,0.0,855.7299999999999,2286897634.060063,2.881398496320055e-08,-1.1853814680881275e-05
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009364445.049152,0.0,2.881398496320055e-08
2021-07-23,0.0,0.0,-17305.6,0.0,0.0,0.0,0.0,-17305.6,1958799503.5125868,-7.413205550951916e-07,0.0
2021-07-26,0.0,0.0,-814363.2000000001,0.0,0.0,0.0,-112252.42499999999,-926615.625,6618049901.5145,-1.7607709040044955e-05,-7.413205550951916e-07
2021-07-27,0.0,1798000.0,-357923.52,0.0,0.0,0.0,0.0,1440076.48,8840313142.455862,1.8522550106228392e-05,-1.7607709040044955e-05
2021-07-28,0.0,0.0,-18135.6,0.0,0.0,0.0,-18430.097,-36565.697,7413191281.193147,-5.776913662126246e-07,1.8522550106228392e-05
2021-07-29,0.0,-9260000.0,97575.61200000001,0.0,0.0,2616000.0,110707.68599999999,-6435716.7020000005,6520143105.070403,-0.00010098480109714715,-5.776913662126246e-07
2021-07-30,0.0,-3640000.0,0.0,0.0,0.0,0.0,0.0,-3640000.0,3649519143.7416306,-7.9840629697428e-05,-0.00010098480109714715
2021-08-02,0.0,-2766000.0,-171450.378,0.0,0.0,864000.0,0.0,-2073450.378,2735112409.8622017,-6.375608978304843e-05,-7.9840629697428e-05
2021-08-03,0.0,0.0,-46860.0,0.0,0.0,0.0,-11713.086,-58573.085999999996,5243872412.380471,-1.6396777382393451e-06,-6.375608978304843e-05
2021-08-04,0.0,0.0,-35475.018000000004,0.0,0.0,8730000.0,-34667.254,8659857.728,3320738818.7853513,0.0002544788804524192,-1.6396777382393451e-06
2021-08-05,-806000.0,0.0,-180068.859,0.0,0.0,0.0,0.0,-986068.8589999999,3240074485.541028,-3.346170927839446e-05,0.0002544788804524192
2021-08-06,0.0,0.0,-459710.43,0.0,0.0,0.0,-135590.52,-595300.95,2818701599.302702,-2.321057094054936e-05,-3.346170927839446e-05
2021-08-09,0.0,0.0,-54880.0,0.0,0.0,874000.0,0.0,819120.0,3195078742.0196047,2.3521894110652985e-05,-2.321057094054936e-05
2021-08-10,-825000.0,1890000.0,-79371.37000000001,-2068000.0,0.0,0.0,-18330.0,-1100701.37,3430730965.052402,-3.1973353488335954e-05,2.3521894110652985e-05
2021-08-11,-1658000.0,0.0,-13139.2,0.0,0.0,-897000.0,-20078.8,-2588218.0,2418392897.676826,-6.419018507168287e-05,-3.1973353488335954e-05
2021-08-12,-822000.0,0.0,-534413.088,0.0,0.0,0.0,-77802.416,-1434215.504,2079503123.9038806,-4.826252279755235e-05,-6.419018507168287e-05
2021-08-13,-813000.0,0.0,-1119724.0,0.0,0.0,0.0,-102556.28499999999,-2035280.285,2340681157.7798324,-7.836534110135227e-05,-4.826252279755235e-05
2021-08-16,0.0,0.0,-331046.675,0.0,0.0,0.0,0.0,-331046.675,2549722755.083418,-1.039495883084731e-05,-7.836534110135227e-05
2021-08-17,0.0,0.0,-169564.6,0.0,0.0,0.0,0.0,-169564.6,3364118907.4537716,-4.131944900026449e-06,-1.039495883084731e-05
2021-08-18,0.0,0.0,-251341.824,0.0,0.0,0.0,0.0,-251341.824,2357276232.8593593,-7.888185113013832e-06,-4.131944900026449e-06
2021-08-19,0.0,0.0,974.047,0.0,0.0,-846000.0,914.5920000000001,-844111.361,3610342034.8883867,-2.1698279991706152e-05,-7.888185113013832e-06
2021-08-20,0.0,0.0,-33264.606999999996,0.0,0.0,0.0,-246423.54200000002,-279688.14900000003,4058101113.287248,-6.39198414150246e-06,-2.1698279991706152e-05
2021-08-23,0.0,0.0,2929.9139999999998,0.0,0.0,0.0,0.0,2929.9139999999998,3723939198.522139,7.500687552902246e-08,-6.39198414150246e-06
2021-08-24,0.0,0.0,9507.94,0.0,0.0,0.0,78957.98400000001,88465.92400000001,4078774004.6783676,2.2407162481871253e-06,7.500687552902246e-08
2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,5028.756,5028.756,3778602959.8431673,1.5473004618326338e-07,2.2407162481871253e-06
2021-08-26,0.0,0.0,-116763.227,0.0,0.0,0.0,-13159.6,-129922.827,2341619632.0465407,-4.2985952315051975e-06,1.5473004618326338e-07
2021-08-27,0.0,0.0,-18612.49,0.0,0.0,0.0,0.0,-18612.49,2667396455.591793,-6.662843055371891e-07,-4.2985952315051975e-06
2021-08-30,0.0,0.0,13374.786,0.0,0.0,0.0,2948.952,16323.738000000001,2269587938.0223584,4.626426438267754e-07,-6.662843055371891e-07
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5138578760.036474,0.0,4.626426438267754e-07
2021-09-01,0.0,0.0,-23612.904000000002,18180000.0,0.0,0.0,0.0,18156387.096,3856155946.104294,0.00044050383783855566,0.0
2021-09-02,-1622000.0,0.0,-589451.796,0.0,0.0,0.0,-18802.541999999998,-2230254.338,3748619469.974871,-5.870424793670902e-05,0.00044050383783855566
2021-09-03,-5649000.0,0.0,-624905.16,0.0,0.0,0.0,-165193.951,-6439099.1110000005,3614168969.8934636,-0.00013772881371161374,-5.870424793670902e-05
2021-09-06,-1626000.0,0.0,-207920.595,-2033999.9999999998,0.0,0.0,-32329.647999999997,-3900250.243,2815517800.2095933,-0.0001065117693605269,-0.00013772881371161374
2021-09-07,-1648000.0,0.0,-97665.88,0.0,0.0,0.0,-5092.215,-1750758.095,2996142662.4339223,-4.790318906561993e-05,-0.0001065117693605269
2021-09-08,-2466000.0,0.0,-236374.32,0.0,0.0,0.0,19398.582,-2682975.738,3218200592.915147,-7.198283787836537e-05,-4.790318906561993e-05
2021-09-09,-1604000.0,0.0,-546171.171,0.0,0.0,0.0,0.0,-2150171.171,3934014937.9479866,-5.8842637623267164e-05,-7.198283787836537e-05
2021-09-10,0.0,0.0,-284658.867,0.0,0.0,0.0,0.0,-284658.867,2913662040.646027,-7.462201531389659e-06,-5.8842637623267164e-05
2021-09-13,-1600000.0,0.0,6163.129,0.0,0.0,0.0,2957.712,-1590879.159,2649192177.604023,-4.71642229288198e-05,-7.462201531389659e-06
2021-09-14,-788000.0,-1832000.0,-26600.0,0.0,0.0,0.0,-78173.40000000001,-2724773.4,2229619708.5330153,-7.147113509061736e-05,-4.71642229288198e-05
2021-09-15,-1558000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1558000.0,2782620684.8363276,-4.2420460811560694e-05,-7.147113509061736e-05
2021-09-16,0.0,0.0,0.0,0.0,0.0,0.0,6722.610000000001,6722.610000000001,2377282853.56105,1.751012909109896e-07,-4.2420460811560694e-05
2021-09-17,-777000.0,0.0,0.0,0.0,0.0,0.0,42255.117000000006,-734744.883,2981603074.4756336,-1.538999286065731e-05,1.751012909109896e-07
2021-09-23,0.0,0.0,0.0,189288000.0,0.0,0.0,0.0,189288000.0,2885668855.792656,0.004004935318900751,-1.538999286065731e-05
2021-09-24,3020000.0,885000.0,0.0,66220000.0,0.0,0.0,0.0,70125000.0,2295451892.8381467,0.0019881035870360116,0.004004935318900751
2021-09-27,4518000.0,0.0,4836.104,105392000.0,0.0,0.0,116255.37000000001,110031091.474,2485933370.6804023,0.0029850447788098487,0.0019881035870360116
2021-09-28,766000.0,0.0,0.0,5748000.0,0.0,0.0,110287.30500000001,6624287.305,2580708085.127525,0.00016698315101637854,0.0029850447788098487
2021-09-29,0.0,0.0,-3675.0,19160000.0,0.0,0.0,272654.885,19428979.885,1966003228.4530668,0.0005592730135366969,0.00016698315101637854
2021-09-30,0.0,0.0,-7340.0,32.504000911712644,0.0,0.0,0.0,-7307.495999088287,1931160117.8450623,-2.634688388550492e-07,0.0005592730135366969
2021-10-08,0.0,0.0,0.0,19099967.52999909,0.0,0.0,0.0,19099967.52999909,3382445896.091874,0.0004389658352565559,-2.634688388550492e-07
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,-3060.7760000000003,-3060.7760000000003,4508301920.898017,-7.274117559316488e-08,0.0004389658352565559
2021-10-12,0.0,0.0,-76511.5,28950000.0,0.0,-1694000.0,178324.58000000002,27357813.08,2723440090.8526263,0.0007977733344149368,-7.274117559316488e-08
2021-10-15,0.0,0.0,1419.3,0.0,0.0,0.0,9394.272,10813.572,3815301629.041255,2.5081683931537677e-07,0.0007977733344149368
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270049605.136897,0.0,2.5081683931537677e-07
2021-10-19,0.0,0.0,-122537.22,0.0,0.0,0.0,-6436.700000000001,-128973.92,2165292522.976617,-4.036781141753644e-06,0.0
2021-10-20,0.0,0.0,-29799.2,0.0,0.0,-6118000.0,0.0,-6147799.2,4303214711.935459,-0.00017808844096841951,-4.036781141753644e-06
2021-10-21,0.0,0.0,-1477192.824,0.0,0.0,0.0,-614894.0800000001,-2092086.904,2960464247.7915163,-5.285147185893897e-05,-0.00017808844096841951
2021-10-22,-1612000.0,0.0,-1004468.4,0.0,0.0,0.0,-464537.6,-3081006.0,2021122409.7316785,-9.285674506603356e-05,-5.285147185893897e-05
2021-10-25,-4812000.0,0.0,-90597.7,0.0,0.0,0.0,-78547.0,-4981144.7,1902311981.2750733,-0.00018178977824551498,-9.285674506603356e-05
2021-10-26,0.0,0.0,-311845.38,0.0,0.0,-871000.0,-6596.000000000001,-1189441.38,2061574999.8221369,-3.8740201656868096e-05,-0.00018178977824551498
2021-10-27,-1564000.0,0.0,-117111.0,0.0,0.0,-856000.0,-46025.200000000004,-2583136.2,2288899538.577412,-8.30944006264245e-05,-3.8740201656868096e-05
2021-10-28,0.0,0.0,-129890.955,0.0,0.0,0.0,0.0,-129890.955,2229091121.6506557,-3.883224382784056e-06,-8.30944006264245e-05
2021-10-29,-1546000.0,-895000.0,-12283.6,0.0,0.0,0.0,0.0,-2453283.6,2181863275.5089674,-6.571072619436784e-05,-3.883224382784056e-06
2021-11-01,-769000.0,0.0,-63089.966,0.0,0.0,0.0,0.0,-832089.966,2150706843.982284,-2.838644167097516e-05,-6.571072619436784e-05
2021-11-02,-2298000.0,0.0,0.0,0.0,0.0,0.0,-13.839,-2298013.839,2898142189.973482,-6.159620283401899e-05,-2.838644167097516e-05
2021-11-03,0.0,884000.0,-128026.577,0.0,0.0,0.0,0.0,755973.423,2022298178.5973623,2.7117672968220702e-05,-6.159620283401899e-05
2021-11-04,-2301000.0,0.0,-85744.494,0.0,0.0,0.0,1316.0,-2385428.494,2124553183.8469343,-7.588601820081389e-05,2.7117672968220702e-05
2021-11-05,0.0,0.0,-7410.0,0.0,0.0,0.0,501.618,-6908.382,2214698237.721402,-2.0795917585659446e-07,-7.588601820081389e-05
2021-11-08,0.0,0.0,-88560.0,0.0,501000.0,0.0,-38527.0,373913.0,2150340181.1988163,1.211535147284019e-05,-2.0795917585659446e-07
2021-11-09,0.0,0.0,-7350.0,0.0,0.0,0.0,0.0,-7350.0,1473658752.238646,-3.283167714013884e-07,1.211535147284019e-05
2021-11-10,0.0,0.0,-7350.0,0.0,0.0,0.0,0.0,-7350.0,2446638567.5938716,-2.3689544358402932e-07,-3.283167714013884e-07
2021-11-11,0.0,0.0,-80135.244,-2931000.0,0.0,0.0,0.0,-3011135.244,2861218752.379103,-8.303174245630992e-05,-2.3689544358402932e-07
2021-11-12,-7038000.0,0.0,-116668.36,-979000.0,0.0,0.0,0.0,-8133668.36,2543748932.6225085,-0.00026292981185498424,-8.303174245630992e-05
2021-11-15,0.0,0.0,-372394.788,-975000.0,0.0,-855000.0,-49024.5,-2251419.2879999997,1898517671.1397138,-9.481262636564385e-05,-0.00026292981185498424
2021-11-16,0.0,0.0,-589593.667,-3952000.0,0.0,0.0,-15727.500000000002,-4557321.167,2613315383.4001727,-0.00014536264387583303,-9.481262636564385e-05
2021-11-17,-790000.0,1640000.0,-303588.864,0.0,0.0,0.0,-12154.242,534256.894,1946655338.9807363,2.1627932545820707e-05,-0.00014536264387583303
2021-11-18,-775000.0,0.0,-455793.0,0.0,0.0,0.0,-222502.80000000002,-1453295.8,2234045215.490191,-5.340271734785674e-05,2.1627932545820707e-05
2021-11-19,0.0,0.0,-128508.644,0.0,0.0,-853000.0,-216547.80000000002,-1198056.444,2826803552.7350783,-4.081342480142451e-05,-5.340271734785674e-05
2021-11-22,0.0,0.0,-152955.364,0.0,0.0,0.0,0.0,-152955.364,2224842979.948342,-5.6208082589553275e-06,-4.081342480142451e-05
2021-11-23,-762000.0,0.0,-126984.0,0.0,0.0,0.0,-16325.0,-905309.0,2202973146.6008425,-3.10353837728067e-05,-5.6208082589553275e-06
2021-11-24,0.0,2397000.0,-50172.0,0.0,0.0,-2529000.0,0.0,-182172.0,2867057230.9523315,-7.263440203037208e-06,-3.10353837728067e-05
2021-11-25,759000.0,0.0,0.0,0.0,-501600.0,0.0,0.0,257400.0,1734735284.3597639,1.2470376566957483e-05,-7.263440203037208e-06
2021-11-26,0.0,0.0,0.0,9320000.0,0.0,0.0,0.0,9320000.0,2762243757.985742,0.0003020019505636097,1.2470376566957483e-05
2021-11-29,1466000.0,2331000.0,0.0,91900000.0,0.0,0.0,0.0,95697000.0,2865119765.7830777,0.0030223007293597457,0.0003020019505636097
2021-11-30,3585000.0,1520000.0,35553.935999999994,90100000.0,0.0,10296000.0,667103.708,106203657.64400001,3886207795.051502,0.0018361431295225571,0.0030223007293597457
2021-12-01,9464000.0,3064000.0,31380.287999999997,33744000.0,963600.0,2421000.0,510505.0,50198485.288,2413058793.4318786,0.0013951207110287614,0.0018361431295225571
2021-12-02,0.0,0.0,93601.43999999999,0.0,0.0,3248000.0,512465.625,3854067.065,2367998219.948136,0.00010486467208619216,0.0013951207110287614
2021-12-03,0.0,0.0,0.0,64752000.0,0.0,810000.0,58611.754,65620611.754,3256036519.266474,0.0013583684753332229,0.00010486467208619216
2021-12-06,3560000.0,0.0,143.03699999999998,156450000.0,0.0,796000.0,59838.24,160865981.277,3609955396.1398225,0.0036279254125410236,0.0013583684753332229
2021-12-07,0.0,0.0,19801.888,0.0,0.0,2433000.0,68.97,2452870.858,3048781546.215853,6.168709064670231e-05,0.0036279254125410236
