,513330_amont,159688_amont,etfs_amont,index_amt,etf_chg_amt_pct,etf_chg_amt_pct_lag1
2022-06-20,5140000.0,,5140000.0,2903524311.2557316,0.000387955190763294,0.00020972109670700854
2022-06-21,5200000.0,,5200000.0,2609747171.6903596,0.0003941666161609664,0.000387955190763294
2022-06-22,5090000.0,,5090000.0,2719185044.8196583,0.00036784978609486857,0.0003941666161609664
2022-06-23,5170000.0,,5170000.0,2886729421.9392886,0.00042839583880829456,0.00036784978609486857
2022-06-24,5340000.0,,5340000.0,3695801666.424412,0.00028244309426684,0.00042839583880829456
2022-06-27,5480000.0,,5480000.0,6560405244.8498955,0.0002162728944558967,0.00028244309426684
2022-06-28,5510000.0,,5510000.0,5395513757.116654,0.00023939228054192734,0.0002162728944558967
2022-06-29,5330000.0,,5330000.0,3777900414.761873,0.00028209291202052937,0.00023939228054192734
2022-06-30,5270000.0,,5270000.0,3527415398.0257688,0.0003005622543615229,0.00028209291202052937
2022-07-04,5330000.0,,5330000.0,3239983054.2042856,0.0004151924127528159,0.0003005622543615229
2022-07-05,5330000.0,,5330000.0,2478274780.7907076,0.00039190918577183706,0.0004151924127528159
2022-07-06,5200000.0,,5200000.0,2913260188.9855194,0.0004347339890653304,0.00039190918577183706
2022-07-07,5210000.0,,5210000.0,2445993852.7728467,0.00046743045081142857,0.0004347339890653304
2022-07-08,10460000.0,,10460000.0,2555973996.275936,0.001004055217285399,0.00046743045081142857
2022-07-11,7968000.0,,7968000.0,3026079654.2283754,0.0007437813038612907,0.001004055217285399
2022-07-12,-24600000.0,,-24600000.0,2594607934.404124,-0.0025071554559119714,0.0007437813038612907
2022-07-13,-39680000.0,,-39680000.0,2069559378.3189662,-0.004189861830079214,-0.0025071554559119714
2022-07-14,0.0,,0.0,2062593210.3754177,0.0,-0.004189861830079214
2022-07-15,0.0,,0.0,2658407050.030205,0.0,0.0
2022-07-18,0.0,,0.0,2759305533.2249627,0.0,0.0
2022-07-19,0.0,,0.0,1665047374.7739608,0.0,0.0
2022-07-20,0.0,,0.0,2102428309.1905847,0.0,0.0
2022-07-21,0.0,,0.0,2375665370.131825,0.0,0.0
2022-07-22,0.0,,0.0,1718811582.4989219,0.0,0.0
2022-07-25,0.0,,0.0,1872132245.0287883,0.0,0.0
2022-07-26,0.0,,0.0,2015827289.2522147,0.0,0.0
2022-07-27,0.0,,0.0,1984715614.664022,0.0,0.0
2022-07-28,-39600000.0,,-39600000.0,1921775065.1777854,-0.004414265429150679,0.0
2022-07-29,0.0,,0.0,4093868228.5537376,0.0,-0.004414265429150679
2022-08-01,-9380000.0,,-9380000.0,3105244676.4846864,-0.0008604932008721141,0.0
2022-08-02,0.0,,0.0,3305343961.8714004,0.0,-0.0008604932008721141
2022-08-03,0.0,,0.0,2279913535.3156567,0.0,0.0
2022-08-04,-23800000.0,,-23800000.0,2164202152.671116,-0.002390252986762861,0.0
2022-08-05,0.0,,0.0,1742422833.4409535,0.0,-0.002390252986762861
2022-08-08,0.0,,0.0,1684179066.355494,0.0,0.0
2022-08-09,0.0,,0.0,1715086855.5733914,0.0,0.0
2022-08-10,42300000.0,,42300000.0,1890720560.5165882,0.0049278166776480885,0.0
2022-08-11,0.0,,0.0,2004932622.1341693,0.0,0.0049278166776480885
2022-08-12,0.0,,0.0,1371965738.0962527,0.0,0.0
2022-08-15,0.0,,0.0,1237460924.2670429,0.0,0.0
2022-08-16,45500000.0,,45500000.0,2952089128.0930343,0.01617787352184595,0.0
2022-08-17,0.0,,0.0,2035202309.6980648,0.0,0.01617787352184595
2022-08-18,0.0,,0.0,2410249427.96531,0.0,0.0
2022-08-19,0.0,,0.0,2133723921.7562125,0.0,0.0
2022-08-22,0.0,,0.0,1777400605.7073212,0.0,0.0
2022-08-23,0.0,,0.0,1677223529.4675374,0.0,0.0
2022-08-24,0.0,,0.0,2209279306.645582,0.0,0.0
2022-08-25,0.0,,0.0,2853366372.7308283,0.0,0.0
2022-08-26,-9500000.0,,-9500000.0,2891721234.033788,-0.0008243543228709225,0.0
2022-08-29,0.0,,0.0,2530019373.3901277,0.0,-0.0008243543228709225
2022-08-30,0.0,,0.0,2197090435.220117,0.0,0.0
2022-08-31,-681138000.0,,-681138000.0,4209144904.4496346,-0.039421970083495544,0.0
2022-09-01,-385518000.0,,-385518000.0,2654148556.58861,-0.029480680306244667,-0.039421970083495544
2022-09-02,-46500000.0,,-46500000.0,2713293553.4217257,-0.0030186604497907635,-0.029480680306244667
2022-09-05,0.0,,0.0,2025078270.2457893,0.0,-0.0030186604497907635
2022-09-06,0.0,,0.0,1463818830.335646,0.0,0.0
2022-09-07,36400000.0,,36400000.0,1611583518.4020653,0.004370885762301885,0.0
2022-09-08,3600000.0,,3600000.0,1796284973.3676586,0.0004254531942369123,0.004370885762301885
2022-09-09,918000.0,,918000.0,1802756115.4525807,0.00010922750306472504,0.0004254531942369123
2022-09-13,1824000.0,,1824000.0,1857155789.8514624,0.00020791318144056122,0.00010922750306472504
2022-09-14,44500000.0,,44500000.0,1815482671.80795,0.00539710184788667,0.00020791318144056122
2022-09-15,44400000.0,,44400000.0,1312405844.0307899,0.007554711388362657,0.00539710184788667
2022-09-16,43800000.0,,43800000.0,2467857596.73009,0.003485117265570078,0.007554711388362657
2022-09-19,42600000.0,,42600000.0,2012088630.6341434,0.0045404434307321885,0.003485117265570078
2022-09-20,43600000.0,,43600000.0,1586111875.0094666,0.005999025879397079,0.0045404434307321885
2022-09-21,42900000.0,,42900000.0,1586732283.6404364,0.005869240933971532,0.005999025879397079
2022-09-22,41900000.0,,41900000.0,1767149710.94787,0.005458108830680481,0.005869240933971532
2022-09-23,41600000.0,,41600000.0,1671096230.6935434,0.005427978598176417,0.005458108830680481
2022-09-26,41900000.0,,41900000.0,2117822297.6413717,0.004810082702697221,0.005427978598176417
2022-09-27,42300000.0,,42300000.0,2104994321.0695698,0.004976371106829306,0.004810082702697221
2022-09-28,41400000.0,,41400000.0,2063440427.4753494,0.004534822593807594,0.004976371106829306
2022-09-29,40600000.0,,40600000.0,2059169805.4047213,0.00451695690329275,0.004534822593807594
2022-09-30,39700000.0,,39700000.0,1998192532.3859742,0.00462511789632365,0.00451695690329275
2022-10-10,39500000.0,,39500000.0,1771402034.3152003,0.006206055416883303,0.00462511789632365
2022-10-11,38800000.0,,38800000.0,2171125063.8691335,0.004358901844245088,0.006206055416883303
2022-10-12,39700000.0,,39700000.0,2811848759.381981,0.0035326614546157594,0.004358901844245088
2022-10-13,38600000.0,,38600000.0,1656238950.550241,0.00499607582403843,0.0035326614546157594
2022-10-14,39500000.0,,39500000.0,2334175919.3348165,0.003932195012219923,0.00499607582403843
2022-10-17,39100000.0,,39100000.0,2219466667.1125364,0.004207166175385593,0.003932195012219923
2022-10-18,40000000.0,,40000000.0,1970178089.842961,0.0038268154790387795,0.004207166175385593
2022-10-19,39100000.0,,39100000.0,1844801810.1132908,0.005339843649133751,0.0038268154790387795
2022-10-20,38400000.0,,38400000.0,3621237894.792451,0.002706169883179912,0.005339843649133751
2022-10-21,38200000.0,,38200000.0,2177975936.3007126,0.004545562318071918,0.002706169883179912
2022-10-24,36000000.0,,36000000.0,5940975445.068892,0.00201731483634129,0.004545562318071918
2022-10-25,36000000.0,,36000000.0,4607356578.562784,0.002537488277418798,0.00201731483634129
2022-10-26,36400000.0,,36400000.0,3486815774.767753,0.0027301851036789578,0.002537488277418798
2022-10-27,36100000.0,,36100000.0,3208421443.0066695,0.0029368092757530453,0.0027301851036789578
2022-10-28,34800000.0,,34800000.0,2800583378.020963,0.00336635068781368,0.0029368092757530453
2022-10-31,35200000.0,,35200000.0,2892744623.5448723,0.0033197639232709327,0.00336635068781368
2022-11-01,37200000.0,,37200000.0,4863008053.5536995,0.0022228594471795375,0.0033197639232709327
2022-11-02,3820000.0,,3820000.0,2626064172.1584496,0.0003478561771479262,0.0022228594471795375
2022-11-03,3740000.0,,3740000.0,2190193148.420633,0.0004814371533485515,0.0003478561771479262
2022-11-04,3960000.0,,3960000.0,5505984856.788989,0.00019783085441235675,0.0004814371533485515
2022-11-07,4030000.0000000005,,4030000.0000000005,3640770292.2190795,0.0002494429398569229,0.00019783085441235675
2022-11-08,3970000.0,,3970000.0,2322183535.912357,0.0004071391278895707,0.0002494429398569229
2022-11-09,3870000.0,,3870000.0,2417738201.0684643,0.0003912317545795828,0.0004071391278895707
2022-11-10,3820000.0,,3820000.0,1888226974.775551,0.00043939738034397236,0.0003912317545795828
2022-11-11,3990000.0,,3990000.0,4707536609.399063,0.00017440450266585178,0.00043939738034397236
2022-11-14,3980000.0,,3980000.0,4487548235.150612,0.00020679325966675176,0.00017440450266585178
2022-11-15,4230000.0,,4230000.0,6057087964.469979,0.00019997593769399496,0.00020679325966675176
2022-11-16,4210000.0,,4210000.0,4907597423.103987,0.00022842153723016075,0.00019997593769399496
2022-11-17,4220000.0,,4220000.0,5628969678.211268,0.00023797383806737257,0.00022842153723016075
2022-11-18,4250000.0,,4250000.0,4554676556.891661,0.00022743069884594317,0.00023797383806737257
2022-11-21,4170000.0,,4170000.0,2774163192.865348,0.0003426506139555213,0.00022743069884594317
2022-11-22,3990000.0,,3990000.0,3292672152.3339033,0.00033769552117803,0.0003426506139555213
2022-11-23,4079999.9999999995,,4079999.9999999995,2516819360.74819,0.0003453927177726591,0.00033769552117803
2022-11-24,4040000.0000000005,,4040000.0000000005,1649092879.8167083,0.0005309174543287889,0.0003453927177726591
2022-11-25,4000000.0,,4000000.0,2118190153.5618997,0.0005396287064339118,0.0005309174543287889
2022-11-28,3940000.0,,3940000.0,2945511650.4780746,0.00039205756643212393,0.0005396287064339118
2022-11-29,4140000.0,,4140000.0,3997829476.81642,0.00027237001138818805,0.00039205756643212393
2022-11-30,4200000.0,,4200000.0,4965042762.009454,0.00018533822438242928,0.00027237001138818805
2022-12-01,4370000.0,,4370000.0,5086006519.833183,0.00016354631690341788,0.00018533822438242928
2022-12-02,4330000.0,,4330000.0,3359378105.2371545,0.0002453282151875961,0.00016354631690341788
2022-12-05,4610000.0,,4610000.0,5895355146.224595,0.00018056124113476608,0.0002453282151875961
2022-12-06,4490000.0,,4490000.0,3380089451.5136986,0.0003029377484428749,0.00018056124113476608
2022-12-07,-22350000.0,,-22350000.0,4362737550.554485,-0.0011774692238832962,0.0003029377484428749
2022-12-08,-60720000.0,,-60720000.0,3622242602.2175484,-0.003639543286149989,-0.0011774692238832962
2022-12-09,-28320000.0,,-28320000.0,4738502884.576119,-0.001390668456199591,-0.003639543286149989
2022-12-12,922000.0,,922000.0,2786760359.926806,7.214308412553642e-05,-0.001390668456199591
2022-12-13,-45668000.0,,-45668000.0,2543803585.4062057,-0.0037175699050279567,7.214308412553642e-05
2022-12-14,-10318000.0,,-10318000.0,2567810149.191866,-0.0007521762123593372,-0.0037175699050279567
2022-12-15,-1820000.0,,-1820000.0,2045349442.9335508,-0.00018580250265970514,-0.0007521762123593372
2022-12-16,0.0,,0.0,2823940385.6576514,0.0,-0.00018580250265970514
2022-12-19,0.0,,0.0,2628932707.381069,0.0,0.0
2022-12-20,4410000.0,,4410000.0,2523115809.762177,0.0005263804687585673,0.0
2022-12-21,2652000.0,,2652000.0,1430227770.728934,0.0004230003255884073,0.0005263804687585673
2022-12-22,0.0,,0.0,2849623867.8378158,0.0,0.0004230003255884073
2022-12-23,1848000.0,,1848000.0,1767252850.2321098,0.0004673090611586182,0.0
2022-12-28,938000.0,,938000.0,2740005046.5651493,9.178989492404395e-05,0.0004673090611586182
2022-12-29,4620000.0,,4620000.0,2605447390.4450927,0.0005841660427961591,9.178989492404395e-05
2022-12-30,926000.0,,926000.0,2502292105.5151963,0.00011841900078137744,0.0005841660427961591
2023-01-03,4700000.0,,4700000.0,2931073201.8128767,0.0004767922560053782,0.00011841900078137744
2023-01-04,992000.0,,992000.0,4698958977.4071045,5.3257051407007755e-05,0.0004767922560053782
2023-01-05,5040000.0,,5040000.0,4894551198.05311,0.0002783268352322159,5.3257051407007755e-05
2023-01-06,1000000.0,,1000000.0,3518720965.1473074,6.790330377227215e-05,0.0002783268352322159
2023-01-09,0.0,,0.0,4414341627.195636,0.0,6.790330377227215e-05
2023-01-10,2004000.0,,2004000.0,3089332955.060385,0.0001797944258974168,0.0
2023-01-11,0.0,,0.0,4842869292.520131,0.0,0.0001797944258974168
2023-01-12,0.0,,0.0,4717561916.418576,0.0,0.0
2023-01-13,0.0,,0.0,3159116915.4186387,0.0,0.0
2023-01-16,0.0,,0.0,3389754647.1976275,0.0,0.0
2023-01-17,972000.0,,972000.0,2828554667.7060847,9.908574960162341e-05,0.0
2023-01-18,0.0,,0.0,3374411499.6277895,0.0,9.908574960162341e-05
2023-01-19,4860000.0,,4860000.0,2644132713.971404,0.0005894931109871013,0.0
2023-01-20,0.0,,0.0,2833313782.4360867,0.0,0.0005894931109871013
2023-01-30,0.0,,0.0,6671832403.744618,0.0,0.0
2023-01-31,0.0,,0.0,5309137063.759785,0.0,0.0
2023-02-01,-76608000.0,,-76608000.0,3750431048.383043,-0.005299085757493196,0.0
2023-02-02,-28392000.0,,-28392000.0,2964089930.992481,-0.002132614258245937,-0.005299085757493196
2023-02-03,0.0,,0.0,3074731939.702224,0.0,-0.002132614258245937
2023-02-06,4840000.0,,4840000.0,3355582966.313378,0.0003331478589146889,0.0
2023-02-07,0.0,,0.0,2822332683.831532,0.0,0.0003331478589146889
2023-02-08,4800000.0,,4800000.0,3800137445.849831,0.00040775070575374263,0.0
2023-02-09,4900000.0,,4900000.0,3606522424.7467895,0.0003550519802320812,0.00040775070575374263
2023-02-10,4720000.0,,4720000.0,3328923645.0551944,0.00034025023254342153,0.0003550519802320812
2023-02-13,4750000.0,,4750000.0,2967972794.792857,0.000396737564567587,0.00034025023254342153
2023-02-14,4720000.0,,4720000.0,2341573477.9750977,0.0005387818687299017,0.000396737564567587
2023-02-15,4680000.0,655059783.84,659739783.84,2493036054.3967276,0.0670322557559603,0.0005387818687299017
2023-02-16,4760000.0,-3896000.0,864000.0,2927684759.8229713,7.232378431667738e-05,0.0670322557559603
2023-02-17,4670000.0,-16201000.0,-11531000.0,2236258926.7301674,-0.0011671161725778198,7.232378431667738e-05
2023-02-20,4710000.0,0.0,4710000.0,1779289535.441212,0.000594109693314967,-0.0011671161725778198
2023-02-21,91200000.0,-7384000.0,83816000.0,3476874833.289291,0.007390199591527721,0.000594109693314967
2023-02-22,89800000.0,0.0,89800000.0,3421312562.7831044,0.007465281558995224,0.007390199591527721
2023-02-23,225500000.0,0.0,225500000.0,2554475318.98919,0.02216603573214473,0.007465281558995224
2023-02-24,221500000.0,0.0,221500000.0,3338074232.6596894,0.017000893867423893,0.02216603573214473
2023-02-27,348000000.0,-4430000.0,343570000.0,2853062072.9722157,0.026076493719336045,0.017000893867423893
2023-02-28,344800000.0,-4390000.0,340410000.0,3276319549.571992,0.022436400693681732,0.026076493719336045
2023-03-01,540000000.0,-923000.0,539077000.0,3896818148.8191886,0.030196621765885532,0.022436400693681732
2023-03-02,442000000.0,-4530000.0,437470000.0,2446567179.876831,0.03501262351268168,0.030196621765885532
2023-03-03,539352000.0,0.0,539352000.0,2410619094.4625597,0.045846470316618496,0.03501262351268168
2023-03-06,180800000.0,-10208000.0,170592000.0,2017321174.4445794,0.014312083252788807,0.045846470316618496
2023-03-07,0.0,-904000.0,-904000.0,2468224368.4658294,-7.539696525066887e-05,0.014312083252788807
2023-03-08,518400000.0,-886000.0,517514000.0,2497265284.8178635,0.04998750712770667,-7.539696525066887e-05
2023-03-09,86200000.0,0.0,86200000.0,1960498580.5795498,0.009528329253676731,0.04998750712770667
2023-03-10,82200000.0,-1255500.0,80944500.0,4633204213.22196,0.004130974745805728,0.009528329253676731
2023-03-13,84000000.0,8560000.0,92560000.0,3097211923.484091,0.00580566287349905,0.004130974745805728
2023-03-14,81800000.0,0.0,81800000.0,2593513689.6639013,0.006174418037511398,0.00580566287349905
2023-03-15,82800000.0,0.0,82800000.0,2038663539.7624035,0.007250183875283098,0.006174418037511398
2023-03-16,81400000.0,0.0,81400000.0,2309274266.400568,0.009375600655381414,0.007250183875283098
2023-03-17,84200000.0,0.0,84200000.0,3542306774.731543,0.004338236422438155,0.009375600655381414
2023-03-20,82400000.0,-21050000.0,61350000.0,2253065843.210604,0.005029417155028099,0.004338236422438155
2023-03-21,84000000.0,0.0,84000000.0,2076874601.0258162,0.007325753193207879,0.005029417155028099
2023-03-22,85400000.0,0.0,85400000.0,2251803249.654725,0.006520702576206497,0.007325753193207879
2023-03-23,88000000.0,0.0,88000000.0,4499800074.024328,0.004600371119573141,0.006520702576206497
2023-03-24,88308000.0,-3640000.0,84668000.0,3640975118.560044,0.005343296584502229,0.004600371119573141
2023-03-27,88200000.0,-27120000.0,61080000.0,4368944708.042892,0.003712975586941508,0.005343296584502229
2023-03-28,15876000.0,0.0,15876000.0,3317414460.9994993,0.001162870417942007,0.003712975586941508
2023-03-29,2724000.0,-6503000.0,-3779000.0,5798092967.237753,-0.00017996816875731077,0.001162870417942007
2023-03-30,0.0,0.0,0.0,3895381402.486459,0.0,-0.00017996816875731077
2023-03-31,0.0,0.0,0.0,4117941972.4077353,0.0,0.0
2023-04-03,9180000.0,0.0,9180000.0,2834981649.6818438,0.0005501180847769023,0.0
2023-04-04,10054000.0,-3740000.0,6314000.0,2810715524.5306835,0.00038178323271836174,0.0005501180847769023
2023-04-06,38442000.0,0.0,38442000.0,2486068487.092686,0.0029214240223170034,0.00038178323271836174
2023-04-11,89400000.0,0.0,89400000.0,3042751193.88533,0.006200076222099639,0.0029214240223170034
2023-04-12,87800000.0,-4490000.0,83310000.0,3366517645.5581007,0.005964806292270031,0.006200076222099639
2023-04-13,86200000.0,0.0,86200000.0,2954830823.3043027,0.006268436848060513,0.005964806292270031
2023-04-14,86600000.0,8860000.0,95460000.0,1792615997.8005106,0.00794168974745643,0.006268436848060513
2023-04-17,87800000.0,0.0,87800000.0,2235313738.9110184,0.00667065831414267,0.00794168974745643
2023-04-18,87200000.0,0.0,87200000.0,1639559830.7870548,0.008500401506831434,0.00667065831414267
2023-04-19,86000000.0,0.0,86000000.0,2074544759.3102825,0.007026439858535862,0.008500401506831434
2023-04-20,85800000.0,-1752000.0,84048000.0,2029127796.948412,0.00776571621114675,0.007026439858535862
2023-04-21,83400000.0,0.0,83400000.0,2328486649.637826,0.007273166553481387,0.00776571621114675
2023-04-24,,4200000.0,4200000.0,1969230633.9304116,0.0004172592115508327,0.007273166553481387
