Date,ret_930_1000,ret_1000_1030,ret_1030_1100,ret_1100_1130,ret_1130_1200,ret_930_1200,ret_1300_1330,ret_1330_1400,ret_1400_1430,ret_1430_1500,ret_1500_1530,ret_1530_1610,ret_1300_1610,ret_930_1610
2021-08-20,,,,,,,,,,0.0,-0.0004474395500034811,-0.0038152161004176843,-0.004260948571846002,-0.004260948571846002
2021-08-23,0.0006600332385968688,0.012804091536400719,-0.0026896444236634842,-0.0040207893338573,-0.0031796306383247153,0.0034818163663419277,0.0001573969246890794,-0.0017929184778516793,-0.003933487684906645,-0.0015398129839471197,-0.0034331226129776793,-0.0002011068831956342,-0.010701866615100308,-0.007183643812216589
2021-08-24,0.00686365217897178,-0.003354541353416951,0.0031027197574013954,0.0003267617906546061,-0.0012766212756879503,0.005643074423917538,-0.0002734022914667733,0.004599083740676857,-0.003884187042971554,0.0024951286113263915,0.004388297872340408,0.0009091310296129862,0.008236521878296044,0.014929981797616954
2021-08-25,0.0012382027997746015,-0.00956844727084638,-0.004120003467166566,-0.0034815105348746656,-0.0006832564577685662,-0.016538385374844644,0.0008929785143623192,0.003149136803051844,-0.004280696579075038,-0.0009705861544448968,0.00011950471932986595,0.0016916748355346733,0.0005857408571929845,-0.014913924232433873
2021-08-26,-0.00465709778033685,-0.0002046322095522468,-0.007842889953931675,-0.0048361539585208835,-0.0004336377388090007,-0.017866520751609438,0.0006156040488580761,-0.0024586599966828215,-0.00012469640357604117,-0.002123473823410049,0.0016810015301280679,0.0007632180600547489,-0.00165282398545874,-0.01977119667595517
2021-08-27,0.0055020925660667075,0.008498353053956187,0.0023785865315852917,-0.006579622027343968,-0.00011654701173458015,0.00965360017753758,-0.005676438571876274,0.00041541142993994917,-0.0008226851820929415,-0.003029394822954612,-0.001452806150957775,0.000992703017279828,-0.009550059743242412,0.002466919074742835
2021-08-30,-0.0041494100179729765,0.004163336408567586,0.0035588817430929343,-0.005075780750298908,0.002005787042212992,0.00046439455675995056,0.0007473683153760291,0.002341862945842932,-0.005016402557686983,0.00033641095336189863,0.0014926707186271315,0.0019210688371842366,0.0018059541829757997,0.002576496723562416
2021-08-31,-0.0033248442903497377,-0.01091122016506807,0.0004330092905300287,-0.0008769151522598495,0.0001173254755348907,-0.01452215506824761,0.00811790260317613,0.0033346618393890193,0.012199436983298728,-0.0006771507781737629,0.0021252301782686,0.002659685404111878,0.028027190978357597,0.01538699253327347
2021-09-01,-0.0037484558453469985,0.008089339195680445,-0.0007430024893295695,0.0117470827679782,0.0011651460402202218,0.01653634400824422,0.0005744121401736191,-0.0026590208193388865,-0.0006025107483613734,-0.000580266211927416,-0.0008897554249767126,-0.0011309741363788595,-0.005279223351839835,0.009250766358235074
2021-09-02,0.005180568391497609,0.00045281930388840763,-0.0042176873632615575,-0.00782603049299102,0.0016736814662308142,-0.00477976721552964,-0.0012386723148694045,-0.00038226340740599163,-0.0012793534270236773,0.0024694863554426405,0.000716704361596765,-0.00012222422355467888,0.00015872164727337434,-0.005887300252312877
2021-09-03,-0.009991812979699755,0.008368277929574619,-0.00010963356592830209,-0.0005417781934278221,-0.000688345239554855,-0.0030441122662593356,-0.0022112430475379474,-0.0007078299785926445,0.0004625177352373111,-0.0013351854226634208,0.0006312572702493746,0.001278972336022477,-0.0018844477697296247,-0.0037233237800211594
2021-09-06,0.00967630121469365,6.416851507706767e-06,-0.0040597020033282805,0.003303094342216095,-0.0010799251651461006,0.00781576477981849,0.002650806809199713,0.00039950734548721556,-0.0015183758717048912,0.0005731976622946888,-1.0687859980484937e-05,0.00031422644183454196,0.0024066112728369227,0.01063410493943806
2021-09-07,0.0012741852831601452,0.00635430687301497,0.0014379254964278498,0.00040541953003003783,-0.0032040491751895717,0.006260127695525197,0.002849225822827428,-0.00015924675231537844,0.001331135167177866,-0.0013272588418087317,-0.0003227626797740468,-0.0005011822625794471,0.0018656400710719279,0.009210143622841338
2021-09-08,0.002257119986518452,0.0002637710005328753,-0.002135876633950873,-0.0017708972721653948,-0.008156149175367222,-0.009536147623862345,-4.563200862539585e-05,0.003910735472970606,-0.0016469988783915923,-2.117735505291485e-06,-0.0029330698864786786,-3.716947048371111e-05,-0.0007672544706103235,-0.008259605662285119
